,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
5537,Frazer Town,2032.4563999999998,3,1,180.0,3,8856.278540587637
5538,other,2600.0,3,1,95.0,4,3653.846153846154
5539,Thigalarapalya,2072.0,4,2,139.0,3,6708.494208494209
5540,Pattandur Agrahara,797.0,2,1,32.0,2,4015.056461731493
5541,other,1350.0,2,3,68.0,3,5037.037037037037
5542,Sahakara Nagar,2500.0,4,3,200.0,4,8000.0
5543,Thigalarapalya,2215.0,4,2,160.0,3,7223.476297968397
5544,Kanakpura Road,525.0,1,1,30.0,1,5714.285714285715
5545,Bannerghatta Road,2700.0,4,3,260.0,4,9629.62962962963
5546,other,1500.0,2,1,90.0,3,6000.0
5547,other,900.0,2,0,55.0,2,6111.111111111111
5548,Poorna Pragna Layout,1355.0,2,3,58.27,3,4300.369003690037
5550,Ramamurthy Nagar,1006.0,2,1,57.0,2,5666.003976143141
5551,other,2000.0,4,1,75.0,4,3750.0
5552,Electronic City,1128.0,2,1,65.7,2,5824.468085106383
5553,other,850.0,2,0,35.0,2,4117.64705882353
5554,other,1310.0,2,3,68.0,3,5190.839694656489
5555,Banashankari,1390.0,2,2,86.0,2,6187.050359712231
5556,Kathriguppe,1390.0,2,2,76.45,3,5500.0
5559,Gottigere,1385.0,2,2,50.0,3,3610.1083032490974
5560,Old Madras Road,1160.0,2,1,42.0,2,3620.689655172414
5562,Bannerghatta Road,1200.0,2,2,69.0,3,5750.0
5563,Mahadevpura,1475.0,2,2,55.0,2,3728.813559322034
5564,Sarjapur  Road,1939.0,3,0,98.0,3,5054.151624548736
5565,7th Phase JP Nagar,850.0,2,2,42.0,2,4941.176470588235
5566,Balagere,675.0,1,1,45.0,1,6666.666666666667
5567,Electronic City,1060.0,2,1,51.0,2,4811.320754716981
5568,Whitefield,1235.0,2,2,47.0,2,3805.668016194332
5570,other,1250.0,2,1,60.0,2,4800.0
5571,Banashankari,1460.0,2,3,70.0,2,4794.520547945205
5572,Akshaya Nagar,1690.0,3,2,85.0,3,5029.585798816568
5573,Indira Nagar,850.0,1,2,57.0,1,6705.882352941177
5574,Kanakpura Road,1843.0,3,2,82.0,3,4449.267498643516
5575,7th Phase JP Nagar,1680.0,3,2,117.0,3,6964.285714285715
5576,Kundalahalli,1047.0,2,1,84.0,2,8022.9226361031515
5579,Nagarbhavi,1120.0,2,3,53.0,2,4732.142857142857
5580,Raja Rajeshwari Nagar,1095.0,2,2,38.33,2,3500.4566210045664
5581,other,970.0,2,2,35.0,2,3608.2474226804125
5582,Bommanahalli,1200.0,7,2,125.0,5,10416.666666666666
5583,Hosa Road,1100.0,2,3,85.0,3,7727.272727272727
5584,Uttarahalli,1685.0,3,2,85.0,3,5044.510385756676
5585,other,1148.0,2,1,59.0,2,5139.3728222996515
5586,Marathahalli,1050.0,2,1,65.0,2,6190.476190476191
5587,Bannerghatta Road,1465.0,2,1,76.0,3,5187.713310580205
5588,Kothanur,3401.0,5,3,230.0,4,6762.7168479858865
5589,Electronic City,630.0,1,1,60.0,1,9523.809523809523
5590,7th Phase JP Nagar,1850.0,3,1,150.0,3,8108.108108108108
5593,other,1350.0,3,1,60.0,3,4444.444444444444
5594,Sector 7 HSR Layout,1760.0,3,2,160.0,3,9090.90909090909
5597,other,1100.0,2,1,78.0,2,7090.909090909091
5598,Kaggadasapura,1140.0,2,2,46.0,2,4035.0877192982457
5599,Hormavu,1617.0,3,0,73.595,3,4551.329622758194
5601,Mahadevpura,1434.0,2,1,67.39,3,4699.442119944212
5602,other,1180.0,2,2,74.0,2,6271.186440677966
5603,Begur Road,1160.0,2,2,42.0,2,3620.689655172414
5604,EPIP Zone,1343.0,2,2,86.0,2,6403.574087862993
5605,LB Shastri Nagar,1184.0,2,1,69.0,2,5827.7027027027025
5607,other,4510.0,4,3,200.0,3,4434.589800443459
5608,Banashankari Stage III,1305.0,2,1,59.0,3,4521.072796934866
5609,Sarjapur  Road,3785.0,5,3,280.0,4,7397.622192866578
5610,other,1540.0,3,2,85.0,3,5519.480519480519
5611,Kanakpura Road,1550.0,3,3,65.11,3,4200.645161290323
5612,Yelahanka,1345.0,2,1,57.0,3,4237.918215613383
5613,Electronic City Phase II,975.0,2,2,45.0,3,4615.384615384615
5614,HSR Layout,1140.0,2,2,46.0,2,4035.0877192982457
5619,Marathahalli,1102.0,2,2,53.67,2,4870.235934664247
5620,Subramanyapura,1223.0,2,2,42.81,3,3500.408830744072
5621,Kadugodi,1762.0,3,3,112.0,3,6356.413166855846
5623,KR Puram,2000.0,6,0,85.0,6,4250.0
5625,Thanisandra,1853.0,3,1,64.86,3,3500.2698327037238
5626,Kothanur,1455.0,2,1,69.0,2,4742.268041237114
5627,Hebbal,1138.0,2,1,110.0,2,9666.080843585238
5628,Sarjapur  Road,2556.0,3,2,169.0,3,6611.89358372457
5629,TC Palaya,1200.0,2,0,66.5,3,5541.666666666667
5631,Thanisandra,2195.04,4,2,185.0,3,8428.092426561703
5633,Whitefield,1870.0,3,2,138.0,3,7379.679144385027
5634,Panathur,1199.0,2,1,86.0,2,7172.643869891576
5636,Doddakallasandra,1360.0,2,2,54.4,3,4000.0
5637,Babusapalaya,1230.0,3,3,53.0,3,4308.943089430894
5638,other,2000.0,3,2,120.0,3,6000.0
5640,Kundalahalli,1047.0,2,1,83.0,2,7927.411652340019
5641,Electronic City Phase II,6000.0,4,3,260.0,4,4333.333333333333
5642,Ramamurthy Nagar,1200.0,2,1,76.0,2,6333.333333333333
5644,Kengeri,725.0,2,1,30.0,2,4137.931034482759
5645,Jakkur,1645.0,3,1,100.0,3,6079.0273556231
5646,Sultan Palaya,870.0,2,1,65.0,2,7471.264367816092
5647,Marathahalli,1026.0,2,1,49.95,2,4868.421052631579
5648,other,2000.0,3,1,145.0,3,7250.0
5650,Hosur Road,1766.0,3,1,130.0,3,7361.268403171008
5653,Jigani,1221.0,3,3,52.0,3,4258.804258804259
5654,Rachenahalli,680.0,1,1,46.0,1,6764.705882352941
5655,Sarjapur  Road,1278.0,2,2,90.0,2,7042.2535211267605
5656,Kodichikkanahalli,1025.0,2,2,66.0,2,6439.024390243902
5660,other,850.0,2,1,42.0,2,4941.176470588235
5661,other,710.0,2,0,25.0,2,3521.1267605633802
5664,Kaggadasapura,1340.0,3,1,66.0,3,4925.373134328358
5665,other,937.0,2,1,35.0,2,3735.325506937033
5667,JP Nagar,750.0,1,1,52.5,1,7000.0
5669,Shampura,1475.0,3,3,78.0,3,5288.135593220339
5670,other,2230.0,4,1,130.0,4,5829.596412556054
5671,other,2200.0,5,1,100.0,4,4545.454545454545
5672,Mysore Road,900.0,2,0,65.0,2,7222.222222222223
5674,Hoodi,948.0,2,1,75.0,2,7911.392405063291
5675,R.T. Nagar,970.0,2,1,55.0,2,5670.103092783505
5676,other,1519.0,3,2,67.23,3,4425.938117182357
5677,Thanisandra,1200.0,2,1,65.0,3,5416.666666666667
5678,Bhoganhalli,1760.0,3,2,127.0,3,7215.909090909091
5680,Sahakara Nagar,1914.0,3,3,179.0,3,9352.142110762801
5681,Budigere,1820.0,3,2,85.5,3,4697.802197802198
5682,Budigere,1820.0,3,2,93.0,3,5109.89010989011
5683,Kalena Agrahara,1565.0,3,2,78.0,3,4984.025559105431
5685,other,924.0,2,2,76.23,2,8250.0
5686,Jigani,914.0,2,2,49.0,2,5361.050328227571
5688,Yelahanka,2145.0,3,3,125.0,3,5827.505827505827
5690,Electronic City,1650.0,3,2,100.0,3,6060.606060606061
5691,Marathahalli,3940.0,4,3,220.0,4,5583.756345177665
5693,other,1180.0,2,3,58.0,2,4915.254237288135
5694,Ulsoor,1255.0,2,3,120.0,2,9561.752988047809
5697,Shampura,920.0,2,0,90.0,4,9782.608695652174
5698,Attibele,695.0,1,1,25.0,2,3597.122302158273
5699,Prithvi Layout,2273.0,4,3,220.0,3,9678.838539375274
5700,GM Palaya,1140.0,2,2,48.95,2,4293.859649122807
5703,Begur Road,2400.0,4,2,152.0,4,6333.333333333333
5705,Banashankari,1200.0,2,1,60.0,2,5000.0
5706,other,3160.0,4,3,206.0,4,6518.987341772152
5707,Hoodi,1769.0,3,3,96.87,3,5475.975127190503
5708,Jigani,1434.308,3,2,160.0,4,11155.205158166866
5709,Bhoganhalli,1554.3,4,1,131.0,4,8428.231358167664
5710,Haralur Road,1243.0,2,2,46.0,2,3700.7240547063557
5712,Mallasandra,905.0,2,1,40.0,2,4419.889502762431
5713,Kothanur,627.0,1,1,30.0,1,4784.688995215311
5715,Frazer Town,2400.0,3,2,260.0,3,10833.333333333334
5716,Marathahalli,1435.0,3,1,73.0,3,5087.1080139372825
5718,other,1620.0,3,2,130.0,3,8024.691358024691
5719,Whitefield,1862.0,3,2,125.0,3,6713.211600429646
5721,Marathahalli,1220.0,2,1,59.0,2,4836.065573770492
5722,Haralur Road,1027.0,2,2,44.0,2,4284.323271665044
5723,Electronic City,1025.0,2,1,49.0,2,4780.487804878048
5724,Thanisandra,1430.0,2,3,54.5,3,3811.188811188811
5725,Panathur,1235.0,2,3,65.0,2,5263.1578947368425
5727,Kanakpura Road,1498.0,3,2,95.0,3,6341.789052069425
5728,Sarjapur  Road,2180.0,3,2,240.0,3,11009.174311926605
5730,other,922.0,2,1,70.0,2,7592.190889370932
5731,other,850.0,2,1,72.0,2,8470.588235294117
5733,AECS Layout,1123.0,2,2,64.0,2,5699.020480854853
5734,Raja Rajeshwari Nagar,1235.0,2,1,75.0,2,6072.8744939271255
5735,Kogilu,1250.0,2,1,55.55,2,4444.0
5737,Sarjapur  Road,984.0,2,1,45.91,2,4665.650406504065
5738,Sarjapur  Road,1305.0,2,1,99.0,2,7586.206896551724
5739,other,1200.0,1,0,65.0,2,5416.666666666667
5741,Hebbal,2790.0,5,3,204.0,4,7311.8279569892475
5742,Old Madras Road,2010.0,3,2,125.0,4,6218.905472636816
5743,Electronics City Phase 1,995.0,2,0,42.0,2,4221.105527638191
5744,other,1277.0,2,2,59.0,2,4620.203602192639
5745,7th Phase JP Nagar,1236.0,2,2,61.33,2,4961.974110032363
5746,Akshaya Nagar,1265.0,2,3,67.0,2,5296.442687747036
5747,Kanakpura Road,525.0,1,0,27.0,1,5142.857142857143
5748,Gubbalala,2570.0,4,4,141.0,5,5486.381322957199
5750,other,1442.0,3,2,56.24,3,3900.138696255201
5751,Ardendale,1224.0,2,2,70.0,2,5718.954248366013
5752,Bellandur,1205.0,2,1,59.0,2,4896.265560165975
5753,other,1233.0,2,3,100.0,2,8110.300081103001
5754,other,1312.0,2,3,69.0,2,5259.1463414634145
5755,Electronic City,1449.0,3,2,90.0,3,6211.180124223602
5756,Yelenahalli,1090.0,2,1,54.0,2,4954.128440366972
5757,Kaggadasapura,2100.0,5,0,150.0,5,7142.857142857143
5758,Uttarahalli,1390.0,2,3,62.55,3,4500.0
5759,JP Nagar,1200.0,2,3,78.0,2,6500.0
5760,Mallasandra,600.0,2,2,50.0,4,8333.333333333334
5761,BTM 2nd Stage,1000.0,2,2,58.0,2,5800.0
5762,Devanahalli,2400.0,5,2,190.0,4,7916.666666666667
5763,Thanisandra,1732.0,3,1,85.73,3,4949.769053117783
5764,Banashankari,1290.0,2,2,80.0,2,6201.550387596899
5765,other,1840.0,3,3,85.0,3,4619.565217391304
5766,Thanisandra,1917.0,4,2,100.0,3,5216.484089723526
5767,other,1100.0,2,2,57.0,2,5181.818181818182
5768,Kudlu,1455.0,2,3,60.0,3,4123.711340206186
5769,Old Airport Road,2774.0,4,3,208.0,4,7498.197548666186
5771,Devarachikkanahalli,1425.0,2,2,65.0,3,4561.403508771929
5772,Whitefield,1655.0,3,1,113.0,3,6827.794561933535
5773,Haralur Road,2805.0,5,3,160.0,4,5704.0998217468805
5775,other,1040.0,2,1,46.79,2,4499.038461538462
5776,Akshaya Nagar,1126.0,2,1,55.0,2,4884.547069271758
5778,Hebbal,1250.0,2,1,55.55,2,4444.0
5779,Yelahanka,1800.0,4,2,180.0,4,10000.0
5780,other,1200.0,2,0,53.0,2,4416.666666666667
5781,other,2050.0,3,1,100.0,4,4878.048780487805
5782,Whitefield,530.0,1,1,29.44,1,5554.7169811320755
5783,Sarjapur,2585.0,4,0,139.5,4,5396.51837524178
5784,Kambipura,883.0,2,1,37.0,2,4190.260475651189
5785,Uttarahalli,1490.0,2,2,59.6,3,4000.0
5786,Ramagondanahalli,1295.0,2,2,95.0,2,7335.907335907336
5787,other,1275.0,3,1,59.0,3,4627.450980392156
5788,other,800.0,2,2,30.0,2,3750.0
5789,Devanahalli,1200.0,1,0,95.0,1,7916.666666666667
5790,Bellandur,1063.0,2,1,58.0,2,5456.255879586077
5791,Balagere,656.0,1,1,43.0,1,6554.878048780488
5793,Marathahalli,881.0,2,1,48.06,2,5455.16458569807
5795,Bisuvanahalli,700.0,1,1,32.0,2,4571.428571428572
5796,other,1936.0,3,0,110.0,3,5681.818181818182
5797,Hosa Road,1680.0,3,1,101.0,3,6011.9047619047615
5798,Rayasandra,1253.0,2,2,57.0,2,4549.082202713487
5800,Mysore Road,1082.0,3,2,50.0,3,4621.072088724584
5802,Iblur Village,2100.0,4,2,145.0,3,6904.761904761905
5803,Electronic City,1070.0,2,1,58.0,2,5420.560747663551
5804,Raja Rajeshwari Nagar,1280.0,3,2,57.6,3,4500.0
5807,Sarjapur  Road,1755.0,3,2,122.0,3,6951.5669515669515
5808,Electronic City,1210.0,2,1,54.0,2,4462.809917355372
5810,Electronic City,1500.0,2,1,75.0,3,5000.0
5811,other,1652.5,3,2,90.0,3,5446.293494704993
5812,Yeshwanthpur,1381.0,2,2,76.18,3,5516.292541636496
5813,Whitefield,1085.0,2,1,57.0,2,5253.4562211981565
5814,Whitefield,905.0,1,1,50.0,1,5524.861878453039
5815,Hennur Road,1685.0,3,2,95.0,3,5637.982195845697
5816,Somasundara Palya,1200.0,2,2,75.0,2,6250.0
5817,Anandapura,1151.0,2,1,42.9,2,3727.193744569939
5818,Brookefield,3532.0,3,3,170.0,4,4813.137032842582
5819,Kanakpura Road,1665.0,3,2,86.91,3,5219.81981981982
5820,Kengeri Satellite Town,800.0,2,1,40.0,2,5000.0
5822,Rajiv Nagar,1030.0,2,2,46.5,2,4514.563106796117
5823,Hoodi,1257.0,2,1,71.03,2,5650.755767700875
5824,Whitefield,1600.0,3,2,82.0,3,5125.0
5825,Choodasandra,1465.0,3,3,75.0,3,5119.453924914676
5826,Jakkur,1650.0,3,2,111.0,3,6727.272727272727
5827,Haralur Road,1243.0,2,2,46.0,2,3700.7240547063557
5829,Whitefield,1230.0,4,2,80.0,4,6504.065040650406
5830,Koramangala,1300.0,2,2,82.0,2,6307.692307692308
5831,KR Puram,1000.0,2,1,44.5,2,4450.0
5832,Mahadevpura,1146.0,2,1,53.8,2,4694.5898778359515
5833,other,1200.0,6,3,120.0,6,10000.0
5835,other,2159.0,3,2,110.0,3,5094.951366373321
5837,Hebbal Kempapura,1130.0,2,2,60.0,2,5309.734513274337
5838,Padmanabhanagar,1200.0,2,1,60.0,2,5000.0
5839,Sarjapur  Road,1040.0,2,1,37.0,2,3557.6923076923076
5840,TC Palaya,1500.0,8,2,150.0,8,10000.0
5841,other,906.0,3,2,55.0,4,6070.640176600442
5845,KR Puram,1200.0,2,3,47.0,2,3916.6666666666665
5846,Sarjapur  Road,1374.0,3,2,51.0,3,3711.7903930131006
5848,Whitefield,630.0,1,0,32.15,1,5103.174603174603
5850,Haralur Road,1027.0,2,2,44.0,2,4284.323271665044
5851,other,1200.0,4,4,130.0,5,10833.333333333334
5852,Jalahalli,2384.0,4,2,165.0,3,6921.140939597315
5854,Yelahanka,1200.0,2,1,54.0,2,4500.0
5855,Haralur Road,2017.0,3,2,105.0,3,5205.751115518096
5856,other,1500.0,3,2,138.0,3,9200.0
5857,other,700.0,2,0,43.0,2,6142.857142857143
5858,Shampura,1150.0,6,2,75.0,6,6521.739130434783
5859,Kanakpura Road,1495.0,2,2,52.33,3,3500.334448160535
5860,Kothanur,1302.0,2,1,68.5,2,5261.136712749616
5861,Whitefield,905.0,1,1,52.0,1,5745.85635359116
5862,Raja Rajeshwari Nagar,1303.0,2,1,55.79,2,4281.657712970069
5863,Electronics City Phase 1,1350.0,3,0,71.0,3,5259.259259259259
5864,Gottigere,1380.0,2,2,95.0,3,6884.057971014493
5865,Harlur,1620.0,3,1,110.0,3,6790.123456790124
5866,Chandapura,4800.0,4,3,250.0,4,5208.333333333333
5867,Sarjapur  Road,1000.0,2,1,38.5,2,3850.0
5868,Ramamurthy Nagar,800.0,4,0,88.0,3,11000.0
5869,Thanisandra,1250.0,1,1,54.0,2,4320.0
5870,other,1750.0,3,3,170.0,3,9714.285714285714
5871,Anekal,997.0,3,2,55.0,3,5516.5496489468405
5872,Kothanur,1760.0,3,2,111.0,3,6306.818181818182
5873,Yelahanka,1322.0,2,2,75.0,2,5673.2223903177
5874,other,1365.0,3,0,99.0,3,7252.747252747253
5875,Sahakara Nagar,1500.0,3,2,125.0,3,8333.333333333334
5876,Kaggadasapura,1256.0,2,2,50.0,3,3980.891719745223
5877,Brookefield,941.0,2,2,48.0,2,5100.956429330499
5878,Devanahalli,5000.0,4,3,465.0,4,9300.0
5879,Kanakpura Road,1665.0,3,2,86.58,3,5200.0
5880,Hennur Road,1414.0,2,1,84.18,2,5953.323903818953
5881,Chikkalasandra,1270.0,2,3,55.25,3,4350.393700787402
5882,other,800.0,2,2,80.0,3,10000.0
5883,Kengeri Satellite Town,4100.0,3,0,300.0,4,7317.073170731707
5884,other,1800.0,3,5,105.0,6,5833.333333333333
5885,other,850.0,2,0,35.0,2,4117.64705882353
5886,Kanakpura Road,712.0,1,1,38.44,1,5398.876404494382
5887,Rajaji Nagar,2648.0,5,0,251.5,4,9497.73413897281
5889,TC Palaya,900.0,2,0,55.0,2,6111.111111111111
5890,Hebbal,1200.0,2,1,49.0,2,4083.3333333333335
5892,other,708.0,1,1,55.0,2,7768.3615819209035
5894,other,1680.0,3,3,135.0,3,8035.714285714285
5895,other,990.0,2,2,58.0,2,5858.585858585859
5897,Hebbal,1088.0,2,2,62.0,2,5698.529411764706
5898,Harlur,1414.0,3,2,77.5,3,5480.905233380481
5899,other,1240.0,2,1,100.0,2,8064.5161290322585
5900,other,1810.0,3,3,118.0,3,6519.3370165745855
5902,Kothanur,1185.0,2,2,58.0,2,4894.514767932489
5903,Whitefield,1200.0,3,2,57.15,3,4762.5
5904,Electronic City,1070.0,2,1,52.0,2,4859.813084112149
5905,other,1265.0,2,1,58.0,2,4584.98023715415
5906,Sahakara Nagar,1100.0,2,1,55.0,2,5000.0
5907,other,1035.0,2,2,44.0,2,4251.207729468599
5908,Sonnenahalli,614.0,1,0,30.715,1,5002.442996742671
5909,other,1000.0,2,1,97.0,2,9700.0
5910,Hegde Nagar,1179.0,2,2,49.35,2,4185.750636132316
5911,Vittasandra,1650.0,3,1,84.0,3,5090.909090909091
5912,other,2800.0,4,3,100.0,6,3571.4285714285716
5914,other,1430.0,3,1,78.65,3,5500.000000000001
5915,Marathahalli,1130.0,2,2,58.0,3,5132.743362831859
5916,JP Nagar,1850.0,2,2,110.0,3,5945.945945945946
5917,Hennur,1340.0,3,2,54.24,3,4047.7611940298507
5918,Sarjapur  Road,4334.0,4,3,338.0,4,7798.800184586987
5919,other,600.0,2,0,30.0,2,5000.0
5920,Banashankari,2582.0,5,2,250.0,3,9682.416731216112
5921,Channasandra,1160.0,2,1,55.0,2,4741.379310344828
5922,other,1200.0,2,1,45.0,1,3750.0
5926,other,1090.0,2,2,45.0,2,4128.440366972477
5927,JP Nagar,1100.0,2,1,45.0,2,4090.909090909091
5929,Vijayanagar,1484.0,3,2,79.19,3,5336.253369272237
5930,Green Glen Layout,1630.0,3,2,68.0,3,4171.7791411042945
5931,Whitefield,1451.0,2,2,52.43,3,3613.370089593384
5932,Kanakpura Road,1330.0,2,1,107.0,2,8045.112781954887
5933,Thanisandra,2127.0,3,2,135.0,3,6346.967559943582
5935,other,1260.0,4,2,65.0,4,5158.730158730159
5936,Sarjapur  Road,1173.0,2,2,45.75,3,3900.2557544757033
5937,Electronics City Phase 1,1445.0,2,1,56.0,3,3875.432525951557
5940,Thanisandra,2336.0,3,0,115.89,3,4961.0445205479455
5941,JP Nagar,1197.0,2,1,47.88,2,4000.0
5943,Sarjapur  Road,3930.0,7,4,329.0,5,8371.501272264632
5944,Kanakpura Road,1450.0,3,3,62.4,3,4303.448275862069
5947,Channasandra,1050.0,2,2,41.0,2,3904.7619047619046
5948,Panathur,1370.0,2,2,54.8,3,4000.0
5949,Yelahanka,1036.0,2,2,39.37,2,3800.1930501930497
5951,Old Madras Road,2010.0,3,2,115.0,4,5721.393034825871
5952,Thigalarapalya,1418.0,2,2,106.0,2,7475.317348377997
5953,Thanisandra,1265.0,2,2,46.6,2,3683.794466403162
5954,Anandapura,1576.0,3,2,58.0,3,3680.203045685279
5955,Dodda Nekkundi,1148.0,2,1,56.0,2,4878.048780487805
5956,other,1000.0,2,1,36.0,2,3600.0
5957,Kudlu,1293.0,2,2,85.0,3,6573.859242072699
5958,TC Palaya,1200.0,2,0,66.0,3,5500.0
5959,Munnekollal,1210.0,2,3,75.0,2,6198.347107438017
5960,HSR Layout,1126.0,2,1,69.0,2,6127.886323268206
5961,other,1840.0,4,1,175.0,3,9510.869565217392
5962,Vidyaranyapura,1440.0,2,0,70.0,3,4861.111111111111
5963,Ramamurthy Nagar,1300.0,2,2,52.0,3,4000.0
5964,Thanisandra,1276.0,2,2,75.0,2,5877.742946708464
5966,Whitefield,1216.0,2,1,83.0,2,6825.6578947368425
5967,other,840.0,1,0,75.0,1,8928.57142857143
5971,Raja Rajeshwari Nagar,1162.0,2,0,65.0,2,5593.803786574871
5972,Whitefield,1301.0,2,2,65.0,2,4996.156802459646
5973,Devanahalli,658.0,1,1,34.0,1,5167.173252279636
5975,Whitefield,2500.0,3,2,280.0,3,11200.0
5976,1st Phase JP Nagar,839.6028,1,1,63.0,1,7503.548106318845
5979,other,1760.0,2,1,116.0,3,6590.909090909091
5980,Bisuvanahalli,1075.0,2,1,52.0,3,4837.209302325581
5982,Badavala Nagar,1145.0,2,2,57.0,2,4978.1659388646285
5983,Bannerghatta Road,1302.0,2,0,67.73,2,5201.99692780338
5985,other,3317.0,5,0,268.5,4,8094.663852879107
5986,Dasarahalli,1300.0,2,2,50.0,2,3846.153846153846
5988,6th Phase JP Nagar,2040.0,3,2,200.0,3,9803.921568627451
5990,Jigani,2420.0,4,1,190.0,4,7851.239669421488
5991,Thubarahalli,1216.0,2,1,80.0,2,6578.9473684210525
5992,Tumkur Road,1459.0,2,1,110.0,3,7539.410555174777
5993,Jakkur,1622.0,2,0,80.0,3,4932.182490752158
5994,Kanakpura Road,1843.0,3,2,85.0,3,4612.045577862181
5995,Badavala Nagar,1274.0,2,1,81.0,2,6357.9277864992155
5996,other,600.0,1,1,52.0,2,8666.666666666666
5997,Malleshpalya,1430.0,2,1,69.5,3,4860.1398601398605
5999,Begur Road,1565.0,2,2,57.91,3,3700.3194888178914
6000,other,1670.0,3,2,160.0,3,9580.838323353293
6001,Lakshminarayana Pura,1695.0,3,2,150.0,3,8849.557522123894
6002,other,1410.0,2,2,75.0,2,5319.148936170212
6003,Kengeri Satellite Town,1060.0,2,3,42.0,2,3962.264150943396
6004,Sarjapur  Road,1120.0,2,2,50.0,2,4464.285714285715
6005,Hosa Road,880.0,2,0,50.0,2,5681.818181818182
6007,Dodda Nekkundi,1435.0,3,3,57.2,3,3986.062717770035
6008,Doddakallasandra,1425.0,2,2,56.99,3,3999.2982456140353
6009,Arekere,900.0,2,3,50.0,2,5555.555555555556
6010,other,2400.0,5,2,93.0,5,3875.0
6011,Thanisandra,693.0,1,1,34.3,1,4949.494949494949
6013,Electronic City,2435.0,4,3,119.0,4,4887.063655030801
6014,Iblur Village,1920.0,3,2,150.0,3,7812.5
6015,Electronic City,630.0,1,1,47.0,1,7460.31746031746
6016,Bisuvanahalli,1075.0,2,1,50.0,3,4651.162790697675
6017,Hulimavu,1200.0,5,0,101.0,5,8416.666666666666
6018,Nagavarapalya,705.0,1,1,55.0,1,7801.418439716312
6019,other,1200.0,2,2,75.6,3,6299.999999999999
6020,Mahadevpura,1532.0,2,2,62.0,2,4046.9973890339425
6021,Rajiv Nagar,1330.0,2,1,93.0,2,6992.481203007519
6023,Sarjapur  Road,1530.0,2,2,60.0,3,3921.5686274509803
6024,Kasavanhalli,1105.0,2,2,42.0,2,3800.9049773755655
6025,1st Phase JP Nagar,1566.0,2,0,180.0,2,11494.252873563219
6026,Harlur,1630.0,3,1,95.1,3,5834.355828220859
6027,5th Phase JP Nagar,1256.0,2,1,62.8,2,5000.0
6029,Brookefield,1595.0,2,3,75.0,3,4702.194357366771
6030,7th Phase JP Nagar,1000.0,2,2,53.0,2,5300.0
6031,Poorna Pragna Layout,1475.0,2,2,58.99,3,3999.322033898305
6035,Uttarahalli,1737.0,2,3,95.0,3,5469.199769717904
6037,other,2100.0,4,2,150.0,4,7142.857142857143
6038,Hosakerehalli,3600.0,6,1,145.0,8,4027.777777777778
6039,Mysore Road,883.0,2,1,50.0,2,5662.5141562853905
6040,Haralur Road,1243.0,2,2,46.0,2,3700.7240547063557
6041,BTM Layout,1776.0,2,3,75.0,3,4222.972972972973
6043,Whitefield,1330.0,2,2,55.0,3,4135.338345864661
6045,Rajaji Nagar,3730.0,4,3,370.0,4,9919.571045576407
6046,Harlur,1459.0,3,2,135.0,3,9252.912954078136
6047,Thanisandra,2259.0,5,2,135.0,4,5976.095617529881
6048,JP Nagar,2700.0,4,1,160.0,7,5925.925925925926
6050,other,1200.0,2,2,52.5,2,4375.0
6056,Yelahanka,1405.0,2,0,50.58,2,3600.0
6057,Yelahanka,602.0,1,1,26.0,1,4318.936877076412
6058,Marathahalli,1710.0,3,2,100.0,3,5847.953216374269
6059,JP Nagar,1500.0,2,3,82.0,3,5466.666666666667
6060,other,1539.0,3,2,60.0,3,3898.635477582846
6062,other,1100.0,2,1,53.0,3,4818.181818181818
6063,Raja Rajeshwari Nagar,1151.0,2,1,49.0,2,4257.167680278019
6064,other,920.0,2,1,46.0,2,5000.0
6065,Kathriguppe,1350.0,3,3,78.3,3,5800.0
6066,Bannerghatta Road,1200.0,2,2,65.0,2,5416.666666666667
6067,Thanisandra,1265.0,2,1,78.0,2,6166.00790513834
6068,other,600.0,6,2,60.0,8,10000.0
6069,Sarjapur  Road,1700.0,3,2,93.5,3,5500.0
6070,Ramamurthy Nagar,1600.0,3,0,75.0,3,4687.5
6071,other,1550.0,4,1,120.0,4,7741.935483870968
6072,R.T. Nagar,1560.0,3,3,125.0,3,8012.820512820513
6073,Horamavu Agara,1000.0,5,3,98.0,6,9800.0
6074,Haralur Road,1243.0,2,2,46.0,2,3700.7240547063557
6076,Sarjapur  Road,1403.0,3,1,56.0,3,3991.4468995010693
6077,Doddakallasandra,1010.0,2,1,40.39,2,3999.009900990099
6078,Tumkur Road,1416.0,3,1,94.0,3,6638.418079096045
6079,Kanakpura Road,1628.0,2,2,68.0,2,4176.904176904177
6081,7th Phase JP Nagar,1680.0,3,2,125.0,3,7440.476190476191
6082,Doddathoguru,1595.0,3,3,62.0,3,3887.1473354231975
6083,Kanakpura Road,1507.0,2,3,95.0,3,6303.9150630391505
6084,Frazer Town,2560.0,3,2,288.0,3,11250.0
6085,Hennur Road,1949.0,3,1,133.0,3,6824.012314007183
6088,other,905.0,2,1,50.0,2,5524.861878453039
6089,Hosakerehalli,2480.0,3,2,245.0,3,9879.032258064517
6091,Kaikondrahalli,1605.0,3,3,105.0,3,6542.056074766355
6092,Bommanahalli,1290.0,2,1,73.0,2,5658.914728682171
6093,Yelahanka,1100.0,2,1,60.0,2,5454.545454545455
6094,other,2100.0,6,0,92.0,6,4380.952380952381
